X,Y,OBJECTID,Category,Subcategory,Defined_Category,Name,Organizer,Website,Address,City,Province,Country,PostalCode,CreationDate,Creator,EditDate,Editor,GlobalID
-78.857487000204912,43.89775000004375,161,CULTURAL FACILITIES,EDUCTION INSTITUTIONS & SCHOOLS,POST SECONDARY SCHOOLS,UOIT-Baagwating Indigenous Student Centre,,http://indigenous.uoit.ca/,151 Athol Street East,OSHAWA,ONTARIO,CANADA,L1H 1K2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,74b67803-91ff-4a41-9967-7a44f4371ab6
-78.861303000412718,43.897945000171426,162,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,BARS WITH LIVE MUSIC,The Atria,,,59 KING ST E.,OSHAWA,ONTARIO,CANADA,L1H1B4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,f92ee0d8-cc69-4fdf-af8d-bc5e26c1a595
-78.863645999811482,43.898126999887033,163,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,BARS WITH LIVE MUSIC,The Hub,,,15 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1H8C1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,9fafde85-7c77-492a-952d-ad96a3339a78
-78.857668999779776,43.884402000194569,164,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,BARS WITH LIVE MUSIC,Excuses Dining Lounge,,,504 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H4J8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,35e64cb6-b7a1-4b1d-8ccb-c5de030afd85
-78.859852000243308,43.898809999727114,165,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,BARS WITH LIVE MUSIC,Riley's Pub Old Town Pub,,www.rileyoshawa.com,104 KING ST. E.,OSHAWA,ONTARIO,CANADA,L1H1B6,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,d99c9193-dfae-4860-ae0b-7c8eaa01c8dd
-78.86299300005841,43.898706000041059,166,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,BARS WITH LIVE MUSIC,The Stags Head Bar And Grill,,,22 Bond St. E,OSHAWA,ONTARIO,CANADA,L1H1B4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,542ecc81-0624-427b-b1e1-ffa056d0a5a6
-78.863776000406133,43.898030000243018,168,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,BARS WITH LIVE MUSIC,Moustache Club,,,15 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1H8C1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,13dc3fad-6c2b-446a-946a-3aedab69083d
-78.893930370944645,43.890597675859723,169,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,BARS WITH LIVE MUSIC,Whiskey John's Bar & Grill,,whiskyjohns.com,843 King St W,Oshawa,Ontario,Canada,L1J 2L4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-14T14:52:10.485Z,mmandel_oshawa,ca6a8236-863e-49e6-b355-c99662e962c5
-78.838951000037326,43.89245000017376,170,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,BARS WITH LIVE MUSIC,Wee Hideaway,,,371 WILSON RD. S.,OSHAWA,ONTARIO,CANADA,L1H6C6,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,fd848048-4529-455b-a919-9d319041682c
-78.862943999654604,43.897668999932421,172,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Avanti Trattoria,,,17 KING ST E,OSHAWA,ONTARIO,CANADA,L1H1A8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,cd74a2d5-9ad8-497e-972d-f78eaa7c68f1
-78.86415999964737,43.897524000305111,173,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Beryl's Pepperpot,,,14 KING ST W,OSHAWA,ONTARIO,CANADA,L1H1A3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,5ad09807-f14f-4735-a909-e3329328c94b
-78.839634999752533,43.892587999924729,175,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Diamond's Grill,,,366 Wilson Road S. ,OSHAWA,ONTARIO,CANADA,L1H 6C7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,cfa69925-fbd3-450d-a59a-5af7a760ff77
-78.860973999626424,43.89709700010161,177,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,New Globe Restaurant,,,60 ATHOL ST E,OSHAWA,ONTARIO,CANADA,L1H8B7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,49d91c05-fcae-4d04-9326-637c61cb5fc8
-78.897621999639057,43.951055999787663,179,CULTURAL FACILITIES,Food and Entertainment,Restaurants with Live Music,Shagwell's On The Ridge,,https://www.s-h-a-g.ca/,2200 Simcoe ST N,Oshawa,Ontario,Canada,L1G4Y3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T19:53:22.951Z,mmandel_oshawa,2dd9779e-3244-42e8-b679-89fc759a1bc2
-78.874200999584005,43.922051999866198,180,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,"Simcoe Blues & Jazz, Bar & Grill",,http://www.simcoeblues.com/new/,926 Simcoe ST N,Oshawa,Ontario,Canada,L1G 5B3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T20:34:55.272Z,mmandel_oshawa,c10a62de-0fbe-4356-b2c7-15fe641c73b2
-78.874403000148675,43.922503999893124,181,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Sinatra's Italian Sandwiches,,https://sinatras.ca/,944 Simcoe St N,Oshawa,Ontario,Canada,L1G 4W2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T20:31:43.437Z,mmandel_oshawa,0035a289-6c48-439e-b20e-b1d3d6563557
-78.864169999693132,43.897406999736809,182,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Sunnyside Eatery,,,15 KING ST W,OSHAWA,ONTARIO,CANADA,L1H1A1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,e642592a-fe90-4654-b52a-8f36d84641b9
-78.850450999640941,43.919849999796085,184,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Tartan Dining Lounge,,,555 ROSSLAND RD E,OSHAWA,ONTARIO,CANADA,L1K1K8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,6a442a27-caca-4bbc-bdf0-22445add63c8
-78.858312000385425,43.886187000176179,185,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,The Corral,,,433 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H4J5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,6ff76dbc-a116-4d04-bca6-4cab36ab90df
-78.900348000250801,43.907343999995803,186,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Thornton Arms,,thorntonarms.ca,575 Thornton Rd N,Oshawa,Ontario,Canada,L1J 8L5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-14T14:53:53.200Z,mmandel_oshawa,b5ed1743-6eba-4085-975e-5cf10ac342ee
-78.869013999572715,43.896313999848452,187,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Volume Music Bar & Lounge,,,145 KING ST W,OSHAWA,ONTARIO,CANADA,L1J2J3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,fec38ed5-c55f-43cd-ba01-c23b3a83d478
-78.862511999834467,43.897877000156278,188,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,RESTAURANTS WITH LIVE MUSIC,Buster Rhino's Southern BBQ,,,28 KING ST E,OSHAWA,ONTARIO,CANADA,L1J1A9,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,cc0a67ce-d485-4bf1-ac96-817d1b7ef50b
-78.86174799975332,43.895817000012364,191,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,CAFÉS WITH LIVE MUSIC,Wasted Space,,,74 CELINA ST,OSHAWA,ONTARIO,CANADA,L1H4N2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,7e38f4e6-0e52-4054-8e19-c982fd2e02cf
-78.866973000297747,43.896888000286559,192,CULTURAL FACILITIES,FOOD AND ENTERTAINMENT ,CAFÉS WITH LIVE MUSIC,Berry Hill,,,82 KING ST,OSHAWA,ONTARIO,CANADA,L1H8W7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,dd705e59-8aaf-490b-922e-b6494e60c5ef
-78.863314000448781,43.897081999900841,193,CULTURAL FACILITIES,INCUBATOR/SHARED WORKSPACE,INCUBATOR/SHARED WORKSPACE,Core21,,HTTP://CORE21.CA/ABOUT,21 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H4G1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,88ce9816-9830-4b2b-93b7-c4625ab87929
-78.830300000170737,43.87871199998186,194,CULTURAL FACILITIES,MULTICULTURAL CULTURAL CENTRE,MULTICULTRUAL CULTURAL CENTRE,Caribbean Cultural Centre,,,600 WENTWORTH ST E,OSHAWA,ONTARIO,CANADA,L1H3V8‎,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,6a559b23-84d0-410e-a947-daaa2a13f54b
-78.864997000421766,43.895155999824667,195,CULTURAL FACILITIES,LIBRARIES ,LIBRARIES,Oshawa Public Libraries - McLaughlin Branch,,,65 BAGOT ST,OSHAWA,ONTARIO,CANADA,L1H1N2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,aea3ef79-0a59-41d5-8dab-7b03563eb4f1
-78.853118072240804,43.94794500424733,197,CULTURAL FACILITIES,LIBRARIES ,LIBRARIES,Oshawa Public Libraries - Legends Branch,,http://oshlib.ca/,1661 Harmony Rd N,Oshawa,Ontario,Canada,L1H 7K5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T19:14:56.369Z,mmandel_oshawa,410e3a5a-1e46-4757-84ed-71d50eb3dfcc
-78.851216000445334,43.869985999970979,198,CULTURAL FACILITIES,LIBRARIES ,LIBRARIES,Oshawa Public Libraries - Jess Hann Branch,,,199 WENTWORTH ST W,OSHAWA,ONTARIO,CANADA,L1J6P4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,32f6da46-501c-44ec-8aee-9f2916cda60e
-78.861577000049081,43.898079999885731,199,CULTURAL FACILITIES,PERFORMING ART CENTRES,PERFORMING ART VENUES,Regent Theatre,,http://regenttheatre.ca/,"44, 52 KING ST E",OSHAWA,ONTARIO,CANADA,L1H1B3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-07-28T13:00:51.084Z,mmandel_oshawa,8bcc15e1-7b28-4cea-a9c0-89b5f145f844
-78.879611999901272,43.930369000187802,200,CULTURAL FACILITIES,PERFORMING ART CENTRES,PERFORMING ART VENUES,Oshawa Little Theatre,,http://oshawalittletheatre.com/,62 Russett Ave,Oshawa,Ontario,Canada,L1G 3R5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T20:24:13.816Z,mmandel_oshawa,2bdf9163-b41d-4494-a4a9-b639b98b5ad3
-78.866764999885277,43.895833000005261,202,CULTURAL FACILITIES,PERFORMING ART CENTRES,AUDITORIUM,Arts Resource Centre,,,45 QUEEN ST,OSHAWA,ONTARIO,CANADA,L1H 3Z3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,16e30101-b565-4be1-8886-8c539bae2caa
-78.862613000116824,43.89446300000602,203,CULTURAL FACILITIES,URBAN SPACES AND EVENT ZONES,PARKS,Memorial Park,,,110 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H7M7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,584d0922-e606-4959-a65d-3f03d42f29e5
-78.910559000066726,43.980712999909279,204,CULTURAL FACILITIES,Community Centres,Community Centres,Columbus Community Centre,,https://www.oshawa.ca/things-to-do/resources/heritageoshawa_inventoryofheritageproperties.pdf,3265 Simcoe ST N,Oshawa,Ontario,Canada,L1H 7K4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:41:22.544Z,mmandel_oshawa,e76c1c6e-93c6-4317-8860-14e59b6e9363
-78.82689099966872,43.863894000177751,205,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,Guy House,,,1450 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H8J7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,85b44032-a8a4-4dd9-a616-7c742e254ba2
-78.827520999855551,43.863959000105069,206,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,Henry House - Oshawa Museum,,http://oshawamuseum.org/,1446 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H8L1 ‎ ,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-01T19:49:30.592Z,mmandel_oshawa,cabc1ecb-f4d4-47b1-a3e2-b8bc870e4924
-78.86888700024943,43.909365000271173,207,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,Lupton House,,,452 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1G4T6,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,4e362ffd-0f08-4afa-944b-7fb8e33b9841
-78.912673000034971,43.936771000217142,209,CULTURAL HERITAGE,Built Heritahe Properties,Designated Heritage Properties,Nesbitt House,,,1725 Thornton Rd N,Oshawa,Ontario,Canada,L1H 7K4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T20:05:41.351Z,mmandel_oshawa,dcd0ceb1-4d10-462b-8a20-c552afab8c2b
-78.866785999801678,43.904597999978151,210,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,Parkwood Estate,,,270 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1G4T5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,321122ed-a3f0-41c6-afd3-cc56b62079e5
-78.827032000134011,43.864499000198556,211,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,Robinson House  - Oshawa Museum,,http://oshawamuseum.org/,1454 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H8J7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-01T19:49:36.927Z,mmandel_oshawa,b60ce0eb-246c-4b58-ac3b-56e26685463b
-78.862817000331304,43.895754000119844,212,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,Simcoe St United Church,,,66 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H4G3,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T18:59:21.323Z,mmandel_oshawa,1184265b-0278-497b-af6e-6191cc3f3978
-78.860844999754988,43.989141999745364,213,CULTURAL HERITAGE,Built Heritage Properties,Registered Heritage Properties,Terwilligar House,,https://www.oshawa.ca/things-to-do/resources/heritageoshawa_inventoryofheritageproperties.pdf,3188 Grandview St N,Oshawa,Ontario,Canada,L1H8L7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T19:59:31.467Z,mmandel_oshawa,036a549b-2ad0-489f-aeea-165696ba16f4
-78.861079000106727,43.898203999698872,214,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,The Genosha Hotel,,https://www.oshawa.ca/things-to-do/resources/heritageoshawa_inventoryofheritageproperties.pdf,68 KING ST E,OSHAWA,ONTARIO,CANADA,L1H1B4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T18:58:08.582Z,mmandel_oshawa,9800aac6-caa0-49ad-81c8-4a9bbb30a79c
-78.861874000150024,43.898023000302587,215,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,The Regent Theatre,,http://regenttheatre.ca/,50 KING ST E,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,ab70acc3-177a-42c4-93d3-9e1d1c148569
-78.895750037135713,43.895988673508185,216,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,DESIGNATED HERITAGE PROPERTIES,Thornton-Dundee Clubhouse,,,210 Thornton Rd N,Oshawa,Ontario,Canada,L1J 6T8,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-14T14:58:13.783Z,mmandel_oshawa,653d591c-2470-4752-bfea-a5d31d7c0c06
-78.828961999979242,43.86561999981916,217,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,REGISTERED HERITAGE PROPERTIES,Lakeview Park (A Portion),,,0 Lakeview Park Ave,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-07-28T14:06:58.916Z,mmandel_oshawa,2d2e329f-0de3-4a07-81b7-7fd46580fceb
-78.862350000351086,43.894574999823426,218,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,REGISTERED HERITAGE PROPERTIES,"Memorial Park, Bandshell, Cenotaph",,,110 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H7M7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,bad6782f-4dca-4e88-9c98-ee27c1b1d0e6
-78.862453000283239,43.894797999982778,219,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,REGISTERED HERITAGE PROPERTIES,Oshawa Public Utilities Commission,,,100 SIMCOE ST S,OSHAWA,ONTARIO,CANADA,L1H7M7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,efa56914-22a7-4305-a394-5de4e8aa00d1
-78.832179999787229,43.859172000056127,220,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,REGISTERED HERITAGE PROPERTIES,Oshawa Harbour Pioneer Cemetery,,,00 Birchcliffe Ave,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-07-28T14:02:19.783Z,mmandel_oshawa,9727e4ea-c685-4489-9e0e-b203888d2e61
-78.865821999703982,43.89506399989358,221,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,REGISTERED HERITAGE PROPERTIES,Robert McLaughlin Gallery,,,72 QUEEN ST,OSHAWA,ONTARIO,CANADA,L1H3Z7 ‎ ,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,90197749-454a-45d6-9355-9273e6fb2b3a
-78.821685000289179,43.880528000226768,222,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,REGISTERED HERITAGE PROPERTIES,Second Marsh (A Portion),,,795 COLONEL SAM DR,OSHAWA,ONTARIO,CANADA,L1H7Y2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,4196bafc-a476-4990-a313-420f1ff38da7
-78.891774000377126,43.891286000218422,223,CULTURAL HERITAGE,BUILT HERITAGE PROPERTIES,REGISTERED HERITAGE PROPERTIES,Union Cemetery,,,760 KING ST W,OSHAWA,ONTARIO,CANADA,L1J2L2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,1e7c6621-ef47-44d2-8d85-596dacee1036
-78.866785999801678,43.904597999978151,224,CULTURAL HERITAGE,HERITAGE SITES,NATIONAL HISTORIC SITE,Parkwood Estate,,,270 SIMCOE ST N,OSHAWA,ONTARIO,CANADA,L1G4T5,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,72f9a4e7-d89d-418e-9b30-5b5876061280
-78.902103888132629,43.96156835106094,225,CULTURAL HERITAGE,Other Cultural Heritage Assets,Cemeteries,Northern Dancer Gravesite,,,2300 Simcoe St N,Oshawa,Ontario,Canada,L1H 7K4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T19:20:08.541Z,mmandel_oshawa,ae5ec58a-7eef-40df-9f46-f91a624b23b0
-78.912806999929273,43.982094000051802,226,CULTURAL HERITAGE,Other Cultural Heritage Assets,Cemeteries,Bible Christian Cemetery,,HTTP://WWW.OGS.ON.CA/DURHAM/CEMETERIES/BBLCHRIS.HTM,Columbus RD W,Oshawa,Ontario,Canada,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:38:55.770Z,mmandel_oshawa,6d3ccfa5-e744-428f-9dee-75579ed2b72b
-78.833220999877838,43.903510000016873,227,CULTURAL HERITAGE,OTHER CULTURAL HERITAGE ASSETS,CEMETERIES,Farewell Memorial,,HTTP://DURHAM.OGS.ON.CA/CEMETERIES/FAREWELL.HTM,HARMONY RD AT KING,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,d6ab3632-d0d0-45b3-b759-8d5e838f2dab
-78.941216999628892,44.014710000218955,228,CULTURAL HERITAGE,Other Cultural Heritage Assets,Cemeteries,Harnden Cemetery,,https://durham.ogs.on.ca/cemeteries/harnden.htm,Raglan Road West,Oshawa,Ontario,Canada,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:04:10.088Z,mmandel_oshawa,64fe127a-d3cf-4e1b-8980-27b036f16a3a
-78.878791999743612,44.02907499971765,229,CULTURAL HERITAGE,OTHER CULTURAL HERITAGE ASSETS,CEMETERIES,Mount Carmel Cemetery,,http://www.durhamgen.com/mount/cem.htm,1251 Raglan Road E,Oshawa,Ontario,Canada,L1H 7K4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:17:03.727Z,mmandel_oshawa,d752d5d9-1008-403a-b389-2c4822f87676
-78.875168000054757,43.973617999747646,230,CULTURAL HERITAGE,Other Cultural Heritage Assets,Cemeteries,Elim Cemetery ,,HTTP://DURHAM.OGS.ON.CA/CEMETERIES/ELIM.HTM,900 Winchester Rd E,Oshawa,Ontario,Canada,L1H 8L7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:59:39.045Z,mmandel_oshawa,8c73e008-18e4-4dd3-8920-6fcc01c48cd7
-78.871084000058332,43.896625999891079,231,CULTURAL HERITAGE,OTHER CULTURAL HERITAGE ASSETS,CEMETERIES,Pioneer Memorial Garden Cemetery,,HTTP://WWW.OGS.ON.CA/DURHAM/CEMETERIES/PIONEER.HTM,185 - 201 BOND ST W,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-07-28T12:53:42.768Z,mmandel_oshawa,b5e8159f-c8ea-477e-beee-68de1f1f8b13
-78.891774000377126,43.891286000218422,232,CULTURAL HERITAGE,OTHER CULTURAL HERITAGE ASSETS,CEMETERIES,Union Cemetery,,,760 KING ST W,OSHAWA,ONTARIO,CANADA,L1J2L2,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,8e1781f5-c092-4e9e-a937-117bd619e198
-78.90900900016311,43.983087000268014,233,CULTURAL HERITAGE,Other Cultural Heritage Assets,Cemeteries,Methodist Cemetery,,,65 Columbus Rd East,Oshawa,Ontario,Canada,L1H 7K4,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-31T18:35:30.367Z,mmandel_oshawa,fa250cdd-9791-4694-a1e9-955fcef9225a
-78.868960999869273,43.916351000119697,234,CULTURAL HERITAGE,PUBLIC ART,MURALS,The Games,Brianna Chase,,Crosswalk of Athol St and Mary St.,Oshawa,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-11-07T21:05:59.498Z,mmandel_oshawa,c5ff0640-040e-471a-86b7-0d64d3e3e9a8
-78.860504999996365,43.897468999729121,235,PUBLIC ART,PUBLIC ART,MURALS,Together Everyone Achieves More,Living Room Community Art Studio,,80 ATHOL ST.,OSHAWA,ONTARIO,CANADA,L1H8B7,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T18:35:40.948Z,mmandel_oshawa,ff036751-7853-4339-9ff4-125e777737a9
-78.861930000226508,43.896951999728664,236,PUBLIC ART,PUBLIC ART,MURALS,Borsberry Music Hall,,,32 ATHOL ST E,OSHAWA,ONTARIO,CANADA,L1H4N1,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T18:54:57.231Z,mmandel_oshawa,33f42ab3-ae83-44a3-a44c-8e7bc0c489f0
-78.863542999879314,43.894698999814814,237,PUBLIC ART,PUBLIC ART,MURALS,Camp X,,,METCALFE ST,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T18:39:53.784Z,mmandel_oshawa,c721ac6a-389e-4180-8c6d-23a039ad918e
-78.862664000170426,43.897271999791286,238,PUBLIC ART,PUBLIC ART,MURALS,Driving Force,,,CELINA ST,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T18:54:52.690Z,mmandel_oshawa,26f077c9-b45d-4b1f-8d81-f40c75b2a2bb
-78.864766000443112,43.899342000059981,239,PUBLIC ART,PUBLIC ART,MURALS,Full Steam Ahead,,,RICHMOND ST,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-10-30T18:33:45.694Z,mmandel_oshawa,44cea5af-5e77-4381-bff0-0629fe6896e9
-78.865892999849081,43.897906000067522,240,CULTURAL HERITAGE,PUBLIC ART,MURALS,General Mortors Of Canada,,,BOND ST,OSHAWA,ONTARIO,CANADA,,2017-05-18T17:22:22.439Z,City.of.Oshawa,2017-05-18T17:22:22.439Z,City.of.Oshawa,c4fe1f2f-02c4-42e2-9e6a-b10296ecf1de
